Loan_ID,Customer_ID,Account_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Status,Loan_Date
LOAN0000544,CUST017553,ACC0120568,"Home Loan",4056165.12,15.47,0,Active,2025-02-11
LOAN0000545,CUST072912,ACC0094847,"Business Loan",3092573.00,15.51,36,Closed,2022-02-03
LOAN0000546,CUST047514,ACC0096162,"Personal Loan",623697.75,9.53,60,Unknown,2023-03-01
LOAN0000547,CUST086703,ACC0094214,"Car Loan",4993537.48,17.64,36,Pending,2025-11-01
LOAN0000548,CUST073935,ACC0047125,"Personal Loan",2164489.90,14.99,48,Pending,2023-07-03
LOAN0000549,CUST013749,ACC0092806,"Education Loan",886602.66,11.88,120,Active,2025-04-13
LOAN0000550,CUST020192,ACC0049570,"Business Loan",1955099.73,17.73,12,Active,2024-07-03
LOAN0000551,CUST071053,ACC0040619,"Home Loan",4187401.92,11.43,84,Active,2023-02-04
LOAN0000552,CUST009581,ACC0013188,"Personal Loan",4992750.83,17.08,12,Unknown,2023-12-27
LOAN0000553,CUST011698,ACC0064884,"Home Loan",3722407.57,10.10,84,Closed,2025-08-16
LOAN0000554,CUST023818,ACC0078195,"Business Loan",591747.23,12.08,24,Unknown,2024-09-20
LOAN0000555,CUST030868,ACC0004209,"Home Loan",1894229.97,16.62,12,Unknown,2022-01-04
LOAN0000556,CUST006150,ACC0036270,"Business Loan",410317.25,15.02,0,Active,2024-04-23
LOAN0000557,CUST089854,ACC0063421,"Car Loan",497771.83,13.11,24,Closed,2022-06-15
LOAN0000558,CUST034330,ACC0043922,"Personal Loan",2889130.47,6.56,12,Closed,2022-01-04
LOAN0000559,CUST025917,ACC0049573,"Car Loan",3950616.83,9.10,60,Active,2023-07-07
LOAN0000560,CUST011867,ACC0052838,"Personal Loan",669749.25,11.72,0,Unknown,2022-07-27
LOAN0000561,CUST009005,ACC0006974,"Car Loan",4881269.97,9.82,0,Pending,2024-06-16
LOAN0000562,CUST028894,ACC0058124,"Education Loan",2600992.48,0.00,0,Active,2022-10-31
LOAN0000563,CUST027391,ACC0002013,"Personal Loan",4720214.17,9.21,120,Defaulted,2024-08-23
LOAN0000564,CUST015129,ACC0051195,"Education Loan",1519177.85,13.72,48,Active,2025-12-21
LOAN0000565,CUST038433,ACC0105140,"Car Loan",4418241.03,12.03,0,Unknown,2022-04-07
LOAN0000566,CUST025229,ACC0110422,"Personal Loan",4553623.50,9.09,0,Closed,2023-05-05
LOAN0000567,CUST005015,ACC0125777,"Business Loan",1298593.16,14.98,12,Defaulted,2025-05-22
LOAN0000568,CUST068559,ACC0111983,"Education Loan",1125840.86,15.45,48,Active,2024-03-08
LOAN0000569,CUST006733,ACC0031168,"Education Loan",1182558.67,13.24,120,Unknown,2023-10-14
LOAN0000570,CUST082932,ACC0073720,"Car Loan",2030715.09,15.74,60,Active,2022-05-17
LOAN0000571,CUST062241,ACC0109535,"Education Loan",2794860.28,13.67,60,Pending,2025-11-25
LOAN0000572,CUST002678,ACC0079109,"Education Loan",1578801.86,6.32,48,Unknown,2024-12-26
LOAN0000573,CUST096736,ACC0121648,"Education Loan",1968666.25,15.10,84,Pending,2022-03-22
LOAN0000574,CUST072857,ACC0127175,"Business Loan",3017012.26,6.79,84,Unknown,2023-06-21
LOAN0000575,CUST094671,ACC0074606,"Home Loan",420940.26,7.74,0,Active,2022-09-02
LOAN0000576,CUST075515,ACC0115976,"Car Loan",2100063.66,11.82,60,Unknown,2025-02-16
LOAN0000577,CUST020239,ACC0076973,"Home Loan",1986225.96,9.21,120,Closed,2025-03-19
LOAN0000578,CUST002247,ACC0012585,"Personal Loan",2552296.96,16.09,12,Active,2024-09-14
LOAN0000579,CUST089790,ACC0019540,"Education Loan",2405838.77,13.26,120,Active,2022-12-08
LOAN0000580,CUST078849,ACC0042756,"Education Loan",1970475.12,8.40,84,Closed,2022-01-22
LOAN0000581,CUST041912,ACC0083043,"Personal Loan",2214511.46,11.87,84,Closed,2025-06-25
LOAN0000582,CUST030297,ACC0067917,"Home Loan",3216772.24,16.64,24,Active,2025-05-05
LOAN0000583,CUST046328,ACC0112932,"Education Loan",2117365.45,17.04,12,Closed,2024-07-17
LOAN0000584,CUST045516,ACC0045112,"Home Loan",3016630.24,16.71,48,Defaulted,2022-01-08
LOAN0000585,CUST085388,ACC0089281,"Business Loan",2876187.90,16.96,12,Active,2023-12-13
LOAN0000586,CUST076797,ACC0103970,"Business Loan",4050750.08,6.35,120,Defaulted,2023-09-25
LOAN0000587,CUST092914,ACC0114078,"Business Loan",105712.57,11.58,0,Pending,2023-12-06
LOAN0000588,CUST030872,ACC0066466,"Business Loan",3852687.96,11.25,60,Defaulted,2025-05-20
LOAN0000589,CUST045679,ACC0105100,"Home Loan",1845423.59,7.47,84,Unknown,2025-04-17
LOAN0000590,CUST050205,ACC0080931,"Personal Loan",1181239.04,11.37,12,Unknown,2023-12-08
LOAN0000591,CUST016556,ACC0116038,"Education Loan",4526149.30,17.33,36,Closed,2022-07-19
LOAN0000592,CUST026467,ACC0078990,"Education Loan",2416979.44,9.81,84,Active,2023-07-21
LOAN0000593,CUST029308,ACC0093773,"Car Loan",3974415.08,10.40,0,Defaulted,2022-09-13
LOAN0000594,CUST055323,ACC0125240,"Car Loan",4484330.60,9.29,120,Defaulted,2023-11-13
LOAN0000595,CUST076886,ACC0074554,"Personal Loan",3358646.32,11.04,60,Unknown,2023-01-10
LOAN0000596,CUST013922,ACC0035368,"Car Loan",3630377.61,12.21,60,Active,2023-12-02
LOAN0000597,CUST031833,ACC0079414,"Car Loan",1593982.95,13.72,120,Unknown,2025-06-23
LOAN0000598,CUST078968,ACC0017335,"Home Loan",2977511.33,17.34,12,Closed,2023-03-24
LOAN0000599,CUST093715,ACC0115289,"Home Loan",86978.26,7.19,120,Active,2024-08-12
LOAN0000600,CUST084311,ACC0113469,"Personal Loan",4785070.34,10.19,0,Unknown,2023-03-30
LOAN0000601,CUST071355,ACC0057837,"Home Loan",2649137.23,11.29,48,Unknown,2024-05-08
LOAN0000602,CUST037350,ACC0082349,"Car Loan",2512326.64,8.28,36,Active,2022-10-14
LOAN0000603,CUST042427,ACC0043373,"Personal Loan",4175066.80,12.20,36,Unknown,2024-05-15
LOAN0000604,CUST066876,ACC0031764,"Education Loan",1215178.01,12.49,12,Closed,2022-06-03
LOAN0000605,CUST045315,ACC0103082,"Business Loan",4798751.31,17.42,84,Active,2022-03-03
LOAN0000606,CUST025955,ACC0035826,"Business Loan",3901722.32,11.42,12,Pending,2022-08-11
LOAN0000607,CUST058584,ACC0012770,"Business Loan",1223572.81,10.00,36,Defaulted,2024-05-23
LOAN0000608,CUST077676,ACC0086126,"Education Loan",3961764.65,14.81,84,Active,2024-08-31
LOAN0000609,CUST024871,ACC0048140,"Home Loan",4151583.51,10.00,48,Pending,2025-02-20
LOAN0000610,CUST087971,ACC0063278,"Home Loan",4104136.60,15.99,12,Pending,2023-06-04
LOAN0000611,CUST032852,ACC0096080,"Personal Loan",2613756.13,13.65,36,Defaulted,2022-03-24
LOAN0000612,CUST070819,ACC0048032,"Personal Loan",3715027.98,9.59,84,Pending,2023-02-07
LOAN0000613,CUST091802,ACC0064016,"Business Loan",1059483.91,12.56,60,Unknown,2025-03-27
LOAN0000614,CUST054995,ACC0051822,"Car Loan",1480933.08,9.77,60,Pending,2024-04-06
LOAN0000615,CUST022349,ACC0064223,"Personal Loan",2758852.95,7.73,0,Pending,2023-11-16
LOAN0000616,CUST030300,ACC0093382,"Personal Loan",3788227.68,17.18,12,Closed,2025-01-30
LOAN0000617,CUST005030,ACC0004419,"Education Loan",4925504.26,8.07,84,Active,2025-11-25
LOAN0000618,CUST013456,ACC0060975,"Car Loan",2955283.36,0.00,120,Unknown,2025-02-06
LOAN0000619,CUST066675,ACC0026683,"Personal Loan",1931223.43,11.05,0,Active,2025-01-26
LOAN0000620,CUST004438,ACC0036263,"Car Loan",117246.51,17.72,12,Active,2022-05-18
LOAN0000621,CUST010344,ACC0116980,"Car Loan",1186416.33,15.89,120,Active,2022-10-14
LOAN0000622,CUST093581,ACC0089079,"Business Loan",639801.31,12.61,48,Defaulted,2023-09-23
LOAN0000623,CUST063334,ACC0101894,"Home Loan",4603756.23,12.26,0,Active,2023-01-19
LOAN0000624,CUST053134,ACC0064822,"Business Loan",2708007.32,16.63,120,Active,2022-04-23
LOAN0000625,CUST033890,ACC0059027,"Education Loan",2237678.76,13.11,60,Unknown,2024-04-05
LOAN0000626,CUST092214,ACC0045958,"Car Loan",2171756.37,14.59,0,Defaulted,2025-02-07
LOAN0000627,CUST080757,ACC0060334,"Home Loan",2950428.06,17.37,60,Closed,2022-10-03
LOAN0000628,CUST034733,ACC0117742,"Car Loan",4609497.09,0.00,48,Active,2022-09-16
LOAN0000629,CUST017705,ACC0119954,"Personal Loan",3680946.11,17.69,48,Closed,2025-03-20
LOAN0000630,CUST024697,ACC0109504,"Personal Loan",3978419.34,6.73,48,Active,2025-03-14
LOAN0000631,CUST004116,ACC0112627,"Personal Loan",850456.13,12.22,0,Active,2022-10-28
LOAN0000632,CUST088964,ACC0104171,"Personal Loan",951005.69,6.23,0,Defaulted,2022-11-25
LOAN0000633,CUST013260,ACC0092183,"Car Loan",4350134.22,10.18,0,Active,2022-05-17
LOAN0000634,CUST001080,ACC0023320,"Business Loan",3756934.29,14.00,0,Pending,2024-05-23
LOAN0000635,CUST039258,ACC0128475,"Car Loan",4438931.10,9.02,36,Pending,2022-05-31
LOAN0000636,CUST057525,ACC0002302,"Education Loan",4131152.03,17.33,60,Closed,2025-11-16
LOAN0000637,CUST049033,ACC0076903,"Education Loan",4826743.33,6.31,0,Defaulted,2024-10-15
LOAN0000638,CUST040345,ACC0063748,"Business Loan",1510446.46,12.73,0,Defaulted,2025-05-12
LOAN0000639,CUST027422,ACC0104817,"Personal Loan",1630694.61,7.88,12,Active,2022-12-29
LOAN0000640,CUST048194,ACC0067111,"Personal Loan",560914.22,7.57,60,Pending,2025-01-27
LOAN0000641,CUST020727,ACC0041817,"Business Loan",557289.64,10.08,0,Closed,2025-06-18
LOAN0000642,CUST018222,ACC0066783,"Personal Loan",3936915.62,7.62,0,Closed,2025-01-06
LOAN0000643,CUST096459,ACC0115263,"Personal Loan",4731815.29,10.55,84,Pending,2025-08-03
LOAN0000644,CUST041727,ACC0070124,"Car Loan",4336181.70,7.84,48,Pending,2024-10-12
LOAN0000645,CUST017760,ACC0001319,"Education Loan",776765.47,12.26,120,Active,2024-05-12
LOAN0000646,CUST052178,ACC0111297,"Business Loan",3096374.90,15.58,84,Closed,2025-11-14
LOAN0000647,CUST061949,ACC0054573,"Personal Loan",1454552.04,6.24,120,Active,2024-04-29
LOAN0000648,CUST082615,ACC0031678,"Business Loan",NULL,12.00,60,Unknown,2024-04-26
LOAN0000649,CUST052081,ACC0113947,"Business Loan",2597310.18,17.62,12,Closed,2025-10-17
LOAN0000650,CUST004736,ACC0007012,"Business Loan",3187389.54,11.47,12,Unknown,2022-03-28
LOAN0000651,CUST050110,ACC0111578,"Home Loan",4127523.46,17.57,120,Active,2023-09-24
LOAN0000652,CUST019601,ACC0006827,"Car Loan",2855151.41,17.38,48,Closed,2023-02-24
LOAN0000653,CUST020757,ACC0086294,"Business Loan",1501170.66,14.56,24,Closed,2025-09-19
LOAN0000654,CUST055178,ACC0049309,"Home Loan",712482.94,12.99,0,Closed,2022-02-01
LOAN0000655,CUST086281,ACC0126399,"Car Loan",2591024.74,16.43,120,Defaulted,2022-08-26
LOAN0000656,CUST086955,ACC0001658,"Personal Loan",349082.28,12.18,48,Pending,2025-09-24
LOAN0000657,CUST024512,ACC0088115,"Car Loan",2196716.26,9.98,12,Pending,2024-02-22
LOAN0000658,CUST084858,ACC0066966,"Education Loan",864880.12,7.41,48,Unknown,2024-04-01
LOAN0000659,CUST038881,ACC0092798,"Car Loan",3876348.74,9.76,24,Pending,2022-02-26
LOAN0000660,CUST009025,ACC0111671,"Car Loan",4898190.88,17.02,24,Unknown,2024-08-16
LOAN0000661,CUST070764,ACC0040458,"Home Loan",2476968.38,14.76,0,Pending,2023-01-31
LOAN0000662,CUST025081,ACC0016364,"Car Loan",4511457.13,15.71,36,Active,2025-11-27
LOAN0000663,CUST015932,ACC0050491,"Home Loan",4546411.20,14.54,48,Defaulted,2024-03-20
LOAN0000664,CUST034367,ACC0080387,"Home Loan",NULL,9.67,12,Defaulted,2024-05-16
LOAN0000665,CUST056268,ACC0094400,"Personal Loan",462147.59,16.26,48,Active,2025-06-07
LOAN0000666,CUST063019,ACC0113257,"Car Loan",915666.22,16.86,48,Active,2022-09-19
LOAN0000667,CUST025593,ACC0086392,"Car Loan",4219869.67,7.46,12,Active,2023-07-23
LOAN0000668,CUST002008,ACC0070427,"Education Loan",1011276.02,7.22,12,Defaulted,2025-04-04
LOAN0000669,CUST057720,ACC0096137,"Car Loan",3556256.33,16.16,24,Pending,2022-12-14
LOAN0000670,CUST030471,ACC0107778,"Business Loan",1972896.44,10.08,48,Active,2025-06-24
LOAN0000671,CUST045405,ACC0034537,"Education Loan",2657492.00,17.55,60,Unknown,2025-02-16
LOAN0000672,CUST084611,ACC0084097,"Car Loan",4366218.89,16.44,36,Active,2024-09-04
LOAN0000673,CUST049050,ACC0082676,"Home Loan",4089135.11,11.04,60,Active,2024-05-03
LOAN0000674,CUST083874,ACC0120665,"Personal Loan",3656191.26,11.22,120,Pending,2023-03-22
LOAN0000675,CUST013791,ACC0098095,"Home Loan",2615731.35,7.09,84,Active,2025-02-08
LOAN0000676,CUST098061,ACC0034953,"Home Loan",3737215.22,14.52,84,Closed,2025-08-06
LOAN0000677,CUST055739,ACC0029266,"Education Loan",1726305.48,16.60,24,Pending,2025-05-17
LOAN0000678,CUST033360,ACC0062027,"Business Loan",4731695.28,12.25,0,Pending,2023-08-07
LOAN0000679,CUST047166,ACC0059058,"Education Loan",1977217.62,14.12,24,Unknown,2022-01-25
LOAN0000680,CUST098176,ACC0080247,"Business Loan",1164836.01,10.50,12,Active,2022-03-28
LOAN0000681,CUST091180,ACC0063479,"Car Loan",1693224.31,6.58,60,Defaulted,2025-04-29
LOAN0000682,CUST058002,ACC0038042,"Business Loan",2095532.03,17.28,48,Active,2023-07-29
LOAN0000683,CUST054960,ACC0017055,"Home Loan",3256151.13,9.78,12,Closed,2024-07-20
LOAN0000684,CUST040924,ACC0085469,"Education Loan",3278813.47,11.84,120,Unknown,2023-07-27
LOAN0000685,CUST083333,ACC0080988,"Home Loan",631658.84,11.10,84,Active,2022-05-03
LOAN0000686,CUST041483,ACC0029258,"Car Loan",2527238.77,13.81,120,Pending,2025-06-09
LOAN0000687,CUST066575,ACC0000324,"Education Loan",651939.06,10.28,60,Closed,2023-03-25
LOAN0000688,CUST005781,ACC0073561,"Personal Loan",3424072.41,7.47,0,Pending,2023-12-20
LOAN0000689,CUST005095,ACC0037974,"Car Loan",4860013.72,7.99,12,Active,2025-12-02
LOAN0000690,CUST010986,ACC0052986,"Car Loan",3121897.84,9.19,48,Unknown,2025-10-16
LOAN0000691,CUST008211,ACC0059902,"Car Loan",1862395.40,8.19,120,Unknown,2022-03-22
LOAN0000692,CUST001654,ACC0015778,"Business Loan",2913676.09,8.65,120,Active,2025-03-16
LOAN0000693,CUST093650,ACC0055970,"Home Loan",4482865.26,13.92,12,Pending,2025-09-16
LOAN0000694,CUST002484,ACC0015540,"Business Loan",792493.82,7.60,36,Closed,2024-03-01
LOAN0000695,CUST072213,ACC0040047,"Personal Loan",462516.92,11.74,48,Closed,2025-03-30
LOAN0000696,CUST088477,ACC0063397,"Education Loan",1897798.42,6.21,120,Closed,2024-02-10
LOAN0000697,CUST025796,ACC0054396,"Personal Loan",4280130.38,14.76,24,Active,2023-04-01
LOAN0000698,CUST024146,ACC0040834,"Business Loan",1839896.81,14.53,120,Closed,2025-01-11
LOAN0000699,CUST079886,ACC0043798,"Business Loan",1296436.43,16.36,48,Active,2022-12-15
LOAN0000700,CUST020704,ACC0047987,"Car Loan",3095039.78,17.54,60,Active,2025-08-29
LOAN0000701,CUST069657,ACC0108588,"Personal Loan",918405.27,10.80,24,Unknown,2023-07-07
LOAN0000702,CUST045387,ACC0041680,"Personal Loan",4321454.42,16.93,84,Pending,2023-06-08
LOAN0000703,CUST020520,ACC0035109,"Education Loan",689425.50,6.65,60,Defaulted,2022-02-11
LOAN0000704,CUST013317,ACC0074998,"Car Loan",3546792.16,14.62,84,Active,2025-06-18
LOAN0000705,CUST056821,ACC0040045,"Education Loan",2741456.83,13.84,24,Defaulted,2023-06-23
LOAN0000706,CUST068359,ACC0078151,"Car Loan",4699055.62,16.21,36,Active,2023-07-27
LOAN0000707,CUST095265,ACC0085354,"Personal Loan",1074427.53,17.76,36,Active,2025-09-22
LOAN0000708,CUST047170,ACC0078032,"Education Loan",3587832.16,7.74,0,Closed,2023-08-03
LOAN0000709,CUST053162,ACC0107882,"Home Loan",2428979.04,16.11,0,Active,2024-10-28
LOAN0000710,CUST004660,ACC0005094,"Business Loan",226803.62,8.11,120,Active,2023-11-24
LOAN0000711,CUST059482,ACC0095252,"Home Loan",NULL,7.80,0,Unknown,2025-12-26
LOAN0000712,CUST051836,ACC0024767,"Car Loan",1508775.06,16.11,0,Closed,2024-11-11
LOAN0000713,CUST046202,ACC0075580,"Home Loan",2891734.81,15.10,48,Closed,2022-05-20
LOAN0000714,CUST025319,ACC0009388,"Education Loan",NULL,9.58,12,Unknown,2025-06-22
LOAN0000715,CUST056221,ACC0005758,"Business Loan",2117007.54,12.63,36,Active,2022-09-11
LOAN0000716,CUST054062,ACC0013848,"Personal Loan",143678.16,7.24,36,Active,2023-04-05
LOAN0000717,CUST040383,ACC0012827,"Home Loan",4880639.69,9.32,60,Pending,2022-07-25
LOAN0000718,CUST005381,ACC0023284,"Home Loan",4569517.60,15.05,0,Closed,2024-10-09
LOAN0000719,CUST065329,ACC0015803,"Personal Loan",3646981.90,16.72,24,Active,2022-04-05
LOAN0000720,CUST028760,ACC0097130,"Education Loan",4539328.32,8.93,0,Active,2024-07-02
LOAN0000721,CUST058925,ACC0064024,"Car Loan",3684216.57,12.71,60,Unknown,2025-03-08
LOAN0000722,CUST075903,ACC0052070,"Business Loan",NULL,13.98,120,Unknown,2022-01-27
LOAN0000723,CUST090444,ACC0116787,"Business Loan",3115891.80,10.19,12,Pending,2025-10-07
LOAN0000724,CUST072644,ACC0109146,"Home Loan",3547518.70,11.63,0,Pending,2022-03-30
LOAN0000725,CUST039521,ACC0052029,"Education Loan",2283921.25,8.63,0,Active,2023-09-15
LOAN0000726,CUST050776,ACC0125826,"Education Loan",3351891.05,15.34,120,Active,2023-04-04
LOAN0000727,CUST003106,ACC0075507,"Business Loan",2793648.58,16.98,120,Active,2022-03-12
LOAN0000728,CUST073321,ACC0003708,"Car Loan",2409976.68,9.81,84,Closed,2024-03-13
LOAN0000729,CUST010683,ACC0019527,"Home Loan",2050251.76,12.88,60,Active,2024-12-31
LOAN0000730,CUST001116,ACC0018793,"Car Loan",1842582.28,12.61,48,Pending,2022-09-19
LOAN0000731,CUST007215,ACC0058130,"Home Loan",1278807.04,15.20,12,Unknown,2022-03-23
LOAN0000732,CUST025553,ACC0036376,"Education Loan",2935635.99,14.84,12,Pending,2022-03-30
LOAN0000733,CUST089193,ACC0086313,"Education Loan",3615640.49,12.61,0,Pending,2025-02-18
LOAN0000734,CUST030820,ACC0072913,"Business Loan",3439522.71,11.74,0,Closed,2025-04-19
LOAN0000735,CUST049553,ACC0109985,"Education Loan",2191036.83,12.34,12,Defaulted,2025-07-25
LOAN0000736,CUST032770,ACC0018782,"Car Loan",1741160.98,11.98,120,Pending,2025-10-12
LOAN0000737,CUST062859,ACC0100617,"Home Loan",3744231.03,8.25,0,Pending,2023-03-01
LOAN0000738,CUST059903,ACC0022334,"Home Loan",2544718.25,6.31,0,Unknown,2024-12-07
LOAN0000739,CUST005651,ACC0002465,"Car Loan",806519.68,15.11,60,Active,2025-07-02
LOAN0000740,CUST004675,ACC0106040,"Education Loan",4258700.34,8.13,48,Defaulted,2022-11-03
LOAN0000741,CUST054235,ACC0042072,"Home Loan",1105994.81,6.08,0,Pending,2022-12-27
LOAN0000742,CUST052022,ACC0055393,"Car Loan",342063.62,13.88,24,Defaulted,2022-05-18
LOAN0000743,CUST023588,ACC0113194,"Car Loan",2858296.36,11.15,48,Unknown,2022-12-08
LOAN0000744,CUST099142,ACC0065208,"Personal Loan",3713150.69,9.89,0,Closed,2024-06-24
LOAN0000745,CUST083754,ACC0100180,"Business Loan",1825396.32,10.15,120,Active,2023-02-23
LOAN0000746,CUST063995,ACC0118793,"Car Loan",2409020.34,11.02,24,Active,2023-10-03
LOAN0000747,CUST007580,ACC0021073,"Personal Loan",2089950.59,7.14,120,Pending,2022-04-02
LOAN0000748,CUST063326,ACC0041297,"Car Loan",1866119.66,0.00,0,Active,2022-05-17
LOAN0000749,CUST084938,ACC0086589,"Car Loan",3393581.98,7.19,60,Active,2025-08-18
LOAN0000750,CUST072716,ACC0015271,"Car Loan",598121.73,7.14,60,Pending,2025-08-31
LOAN0000751,CUST045653,ACC0028880,"Business Loan",445548.84,15.49,36,Active,2022-06-19
LOAN0000752,CUST085024,ACC0029231,"Home Loan",2347188.18,8.41,48,Closed,2023-07-13
LOAN0000753,CUST056575,ACC0122964,"Home Loan",4842013.86,6.13,48,Defaulted,2022-03-24
LOAN0000754,CUST024063,ACC0080634,"Education Loan",3274557.14,11.56,36,Pending,2025-07-01
LOAN0000755,CUST005889,ACC0072323,"Personal Loan",4826348.12,17.31,12,Pending,2024-01-28
LOAN0000756,CUST061317,ACC0059511,"Education Loan",2107118.62,15.55,48,Active,2024-07-10
LOAN0000757,CUST029254,ACC0111366,"Car Loan",NULL,11.21,24,Closed,2024-10-07
LOAN0000758,CUST077912,ACC0075714,"Home Loan",4780810.33,16.74,12,Active,2025-07-27
LOAN0000759,CUST051943,ACC0017710,"Personal Loan",1539276.30,6.43,60,Closed,2023-07-10
LOAN0000760,CUST039879,ACC0107393,"Education Loan",2014178.71,13.78,0,Pending,2024-11-11
LOAN0000761,CUST003714,ACC0081079,"Car Loan",4427170.16,11.82,24,Pending,2023-02-24
LOAN0000762,CUST046422,ACC0073074,"Home Loan",3451510.52,16.48,36,Pending,2023-06-16
LOAN0000763,CUST080046,ACC0052456,"Car Loan",1641947.34,7.02,12,Closed,2023-12-13
LOAN0000764,CUST034301,ACC0096907,"Business Loan",464913.59,13.07,84,Active,2025-04-11
LOAN0000765,CUST063666,ACC0017733,"Education Loan",2715219.96,16.71,48,Pending,2022-08-04
LOAN0000766,CUST014648,ACC0120585,"Personal Loan",3853955.11,10.50,60,Active,2025-07-22
LOAN0000767,CUST006613,ACC0045715,"Personal Loan",4186514.27,10.88,48,Unknown,2024-11-10
LOAN0000768,CUST041944,ACC0040885,"Personal Loan",525585.97,7.09,24,Active,2024-03-03
LOAN0000769,CUST073782,ACC0107840,"Business Loan",2511197.60,7.28,36,Closed,2023-11-22
LOAN0000770,CUST023182,ACC0115330,"Home Loan",1371447.46,10.94,0,Active,2022-10-02
LOAN0000771,CUST097389,ACC0072487,"Car Loan",77340.65,6.32,12,Unknown,2023-07-31
LOAN0000772,CUST091380,ACC0088350,"Education Loan",607287.71,11.32,36,Defaulted,2025-12-07
LOAN0000773,CUST058778,ACC0121706,"Business Loan",2582000.20,7.69,48,Pending,2024-02-23
LOAN0000774,CUST073244,ACC0123742,"Home Loan",2348683.72,6.06,0,Closed,2025-05-10
LOAN0000775,CUST080758,ACC0007688,"Education Loan",2760570.70,7.65,120,Active,2024-09-06
LOAN0000776,CUST058871,ACC0012924,"Home Loan",176996.25,12.84,120,Active,2024-09-18
LOAN0000777,CUST053436,ACC0034179,"Personal Loan",1477017.37,14.85,36,Active,2023-05-07
LOAN0000778,CUST029568,ACC0068728,"Business Loan",2559389.13,7.03,0,Active,2022-10-21
LOAN0000779,CUST018156,ACC0014912,"Education Loan",4784865.41,15.96,84,Active,2025-11-27
LOAN0000780,CUST083372,ACC0121124,"Business Loan",1943644.23,10.33,84,Active,2022-09-27
LOAN0000781,CUST032027,ACC0104546,"Business Loan",4259280.47,9.02,0,Closed,2023-01-03
LOAN0000782,CUST003152,ACC0026680,"Education Loan",3668448.11,15.32,0,Active,2024-10-13
LOAN0000783,CUST063964,ACC0010937,"Education Loan",2018470.36,7.15,120,Active,2025-08-09
LOAN0000784,CUST092507,ACC0079291,"Personal Loan",727829.46,9.88,0,Defaulted,2023-08-04
LOAN0000785,CUST034391,ACC0006869,"Car Loan",1607939.15,16.08,48,Closed,2023-12-23
LOAN0000786,CUST098720,ACC0003273,"Education Loan",3583079.89,13.87,48,Active,2024-03-17
LOAN0000787,CUST041455,ACC0067225,"Education Loan",3695187.28,13.60,60,Defaulted,2024-06-13
LOAN0000788,CUST085224,ACC0122392,"Home Loan",2109461.33,8.73,36,Active,2025-07-30
LOAN0000789,CUST085662,ACC0106421,"Business Loan",1973193.46,11.37,48,Active,2023-09-09
LOAN0000790,CUST049806,ACC0089424,"Personal Loan",320302.49,16.66,60,Unknown,2025-06-14
LOAN0000791,CUST091920,ACC0070122,"Personal Loan",4544811.04,9.01,0,Active,2025-10-27
LOAN0000792,CUST075467,ACC0018856,"Business Loan",274408.95,6.91,0,Unknown,2024-03-07
LOAN0000793,CUST052078,ACC0082602,"Business Loan",189863.93,16.69,24,Unknown,2025-04-17
LOAN0000794,CUST054580,ACC0066866,"Home Loan",598150.76,8.78,0,Unknown,2025-04-16
LOAN0000795,CUST075562,ACC0129581,"Home Loan",305258.33,11.94,120,Active,2022-06-23
LOAN0000796,CUST031844,ACC0126324,"Car Loan",4052819.62,10.21,36,Pending,2024-12-05
LOAN0000797,CUST024752,ACC0077556,"Home Loan",1391565.86,6.75,12,Closed,2023-05-22
LOAN0000798,CUST032589,ACC0029840,"Business Loan",2433650.60,14.09,84,Active,2022-08-09
LOAN0000799,CUST089299,ACC0037050,"Personal Loan",3531679.74,16.43,60,Active,2022-11-08
LOAN0000800,CUST029808,ACC0037573,"Personal Loan",3216372.79,10.53,60,Active,2022-03-19
LOAN0000801,CUST013615,ACC0018886,"Personal Loan",1641778.76,16.59,24,Active,2022-12-18
LOAN0000802,CUST023256,ACC0046831,"Car Loan",445387.12,9.59,0,Unknown,2024-12-19
LOAN0000803,CUST026801,ACC0037558,"Education Loan",238482.13,7.76,120,Defaulted,2024-11-08
LOAN0000804,CUST028202,ACC0053647,"Home Loan",1893902.85,16.94,120,Closed,2023-08-29
LOAN0000805,CUST059775,ACC0015613,"Education Loan",2678452.30,9.18,0,Active,2025-10-27
LOAN0000806,CUST007004,ACC0020403,"Education Loan",3848313.26,10.01,12,Pending,2022-09-05
LOAN0000807,CUST071804,ACC0079231,"Education Loan",1520388.25,6.96,84,Unknown,2025-03-13
LOAN0000808,CUST086447,ACC0041823,"Home Loan",4865762.19,14.46,84,Pending,2024-05-06
LOAN0000809,CUST098074,ACC0113243,"Personal Loan",1217997.72,17.06,0,Active,2023-08-13
LOAN0000810,CUST087079,ACC0043300,"Personal Loan",1850029.21,11.59,84,Defaulted,2025-11-19
LOAN0000811,CUST008599,ACC0042694,"Car Loan",3022242.62,17.30,84,Active,2024-12-19
LOAN0000812,CUST065803,ACC0119343,"Education Loan",1493662.07,11.59,36,Defaulted,2022-12-06
LOAN0000813,CUST025715,ACC0016101,"Home Loan",3086864.25,14.60,84,Closed,2022-10-01
LOAN0000814,CUST044511,ACC0093118,"Car Loan",4386930.19,15.89,36,Closed,2024-01-11
LOAN0000815,CUST001462,ACC0061964,"Car Loan",3571347.41,8.12,12,Active,2023-04-24
LOAN0000816,CUST000067,ACC0101260,"Business Loan",120534.92,17.69,24,Unknown,2022-10-24
