Transaction_ID,Account_ID,Customer_ID,Transaction_Date,Transaction_Type,Channel,Amount,Balance_After_Transaction,Transaction_Status,Branch_ID
TXN000000482,ACC0104865,CUST050600,2022-07-07,Deposit,Unknown,240022.83,2050360.23,Unknown,BR0113
TXN000000483,ACC0090097,CUST011670,2025-03-01,"Loan payment",Branch,176570.08,5649710.67,Success,BR0921
TXN000000484,ACC0084099,CUST011282,2025-08-26,"Atm withdrawal","Mobile App",238229.14,1420952.32,Failed,BR0238
TXN000000485,ACC0084198,CUST040309,NULL,"Atm withdrawal",Unknown,224589.62,3974764.58,Success,BR0436
TXN000000486,ACC0118326,CUST040334,2022-02-06,Transfer,"Mobile App",118329.79,5521447.17,Success,BR0705
TXN000000487,ACC0007086,CUST059207,2022-05-24,Upi,"Mobile App",1246.30,1911851.55,Success,BR0027
TXN000000488,ACC0094124,CUST091411,2023-06-03,Deposit,"Internet Banking",136340.94,117177.04,Unknown,BR0342
TXN000000489,ACC0072746,CUST079322,2022-11-14,Deposit,"Mobile App",24056.35,2687060.38,Success,BR0406
TXN000000490,ACC0074747,CUST013697,2024-11-01,Unknown,ATM,108763.48,106702.85,Success,BR0313
TXN000000491,ACC0032902,CUST016556,2025-05-18,Deposit,ATM,90662.21,390376.12,Pending,BR0694
TXN000000492,ACC0055891,CUST089804,2025-12-26,Transfer,"Internet Banking",251675.87,1151073.31,Unknown,BR0329
TXN000000493,ACC0120030,CUST069417,2025-06-21,Unknown,"mobile app",220389.73,3207138.20,Success,BR0630
TXN000000494,ACC0063276,CUST029595,2022-02-09,Transfer,"mobile app",126500.61,0.00,Success,BR0034
TXN000000495,ACC0017324,CUST044205,2023-09-01,Deposit,"mobile app",118796.87,2077601.27,Success,BR0104
TXN000000496,ACC0054539,CUST089049,2024-11-23,"Card payment","mobile app",241001.34,682838.34,Pending,BR0488
TXN000000497,ACC0095289,CUST078581,2025-02-23,Deposit,"Internet Banking",61412.66,5734939.03,Success,BR0027
TXN000000498,ACC0102774,CUST088710,2025-02-28,Deposit,ATM,278483.50,2480885.39,Unknown,BR0341
TXN000000499,ACC0034570,CUST049199,2023-12-22,Withdrawal,ATM,3869.62,2692498.00,Unknown,BR0535
TXN000000500,ACC0013398,CUST088326,2023-03-03,Withdrawal,ATM,188929.23,3266134.10,Pending,BR0623
TXN000000501,ACC0121415,CUST020005,2023-09-21,Withdrawal,"Mobile App",119192.85,5263643.66,Success,BR0744
TXN000000502,ACC0023126,CUST060787,2022-01-16,Upi,ATM,278233.90,3983988.55,Success,BR0917
TXN000000503,ACC0084927,CUST031467,2025-04-21,Deposit,ATM,70744.80,543890.19,Failed,BR0869
TXN000000504,ACC0004639,CUST016708,2023-02-26,Deposit,"Mobile App",112302.90,4142847.16,Failed,BR0222
TXN000000505,ACC0042502,CUST056852,2022-06-24,Transfer,"Mobile App",23135.57,2308980.45,Pending,BR0017
TXN000000506,ACC0018368,CUST089095,2022-03-26,Unknown,Branch,139535.05,2528869.18,Unknown,BR0134
TXN000000507,ACC0014110,CUST080253,2025-10-03,"Loan payment","Mobile App",228836.31,163965.88,Reversed,BR0003
TXN000000508,ACC0112774,CUST083872,2025-03-25,Upi,UPI,139302.02,5322562.00,Reversed,BR0897
TXN000000509,ACC0028269,CUST005465,2022-07-12,"Atm withdrawal","Internet Banking",169808.95,4946824.85,Success,BR0806
TXN000000510,ACC0103357,CUST056374,2022-02-06,"Atm withdrawal",ATM,187310.60,4959110.77,Success,BR0156
TXN000000511,ACC0125074,CUST083115,2024-01-10,"Loan payment","Internet Banking",39650.21,2629128.90,Success,BR0685
TXN000000512,ACC0122301,CUST026845,2023-07-19,Deposit,UPI,82509.07,901213.92,Unknown,BR0053
TXN000000513,ACC0121030,CUST001770,2024-08-15,Withdrawal,Unknown,186865.65,2152065.35,Unknown,BR0474
TXN000000514,ACC0116676,CUST052371,2025-08-17,Withdrawal,UPI,254745.02,1643562.30,Failed,BR0221
TXN000000515,ACC0084760,CUST056808,2024-10-06,"Atm withdrawal",UPI,218203.27,107079.40,Success,BR0770
TXN000000516,ACC0041527,CUST014274,2023-03-25,Withdrawal,Branch,114962.82,1847997.19,Success,BR0011
TXN000000517,ACC0087688,CUST050630,2022-03-11,Deposit,Branch,74575.67,1170260.94,Pending,BR0790
TXN000000518,ACC0006197,CUST097320,2023-09-23,Withdrawal,"Internet Banking",82175.41,1566838.58,Success,BR0130
TXN000000519,ACC0014838,CUST088029,2025-04-09,Unknown,Unknown,277016.10,3028582.56,Success,BR0862
TXN000000520,ACC0086831,CUST041043,2025-09-17,"Atm withdrawal","Mobile App",193663.14,2322014.32,Reversed,BR0086
TXN000000521,ACC0107880,CUST003232,2024-10-20,"Loan payment","Internet Banking",166270.65,3128590.21,Failed,BR0143
TXN000000522,ACC0020796,CUST040086,2022-08-13,Withdrawal,"Internet Banking",54729.08,5714053.71,Reversed,BR0169
TXN000000523,ACC0088039,CUST069189,2024-10-11,Unknown,Branch,23862.92,697562.45,Pending,BR0871
TXN000000524,ACC0097812,CUST090207,2024-09-28,Withdrawal,"Internet Banking",233295.98,2489156.77,Success,BR0398
TXN000000525,ACC0129706,CUST014319,2025-10-27,Transfer,"Internet Banking",233129.44,4275314.56,Success,BR0816
TXN000000526,ACC0024878,CUST096105,2023-11-15,Upi,ATM,201449.89,3131383.59,Success,BR0797
TXN000000527,ACC0051314,CUST061198,2025-07-04,Withdrawal,ATM,4440.64,25799.17,Success,BR0277
TXN000000528,ACC0011734,CUST058529,2022-12-26,Deposit,UPI,52450.12,421363.19,Unknown,BR0819
TXN000000529,ACC0113208,CUST087912,2025-04-20,Deposit,UPI,74753.39,5000022.58,Reversed,BR0124
TXN000000530,ACC0073314,CUST006933,2022-08-31,Withdrawal,ATM,263386.71,5002636.51,Success,BR0488
TXN000000531,ACC0073001,CUST002697,2025-08-09,Withdrawal,ATM,178858.96,3500981.08,Success,BR0393
TXN000000532,ACC0081560,CUST027387,2023-06-02,Deposit,ATM,136444.26,178676.11,Success,BR0035
TXN000000533,ACC0115901,CUST000423,2024-03-17,Unknown,POS,230442.44,2872340.00,Pending,BR0614
TXN000000534,ACC0111384,CUST090932,2022-03-02,Unknown,POS,7589.88,3446130.58,Success,BR0284
TXN000000535,ACC0074634,CUST058617,2025-03-27,Transfer,Unknown,79985.66,5812392.85,Pending,BR0066
TXN000000536,ACC0055395,CUST033359,2022-03-06,"Loan payment",POS,264574.46,2443127.48,Success,BR0898
TXN000000537,ACC0102067,CUST021048,2023-05-11,Deposit,"Internet Banking",196483.01,2217121.49,Unknown,BR0154
TXN000000538,ACC0068017,CUST069896,2025-07-06,"Loan payment","mobile app",164983.47,5002635.69,Success,BR0554
TXN000000539,ACC0110281,CUST077985,2024-08-14,Deposit,POS,199971.52,247890.84,Unknown,BR0888
TXN000000540,ACC0108763,CUST018157,2024-12-09,"Loan payment","Mobile App",18303.82,5348922.00,Failed,BR0703
TXN000000541,ACC0057119,CUST004988,2024-06-30,"Atm withdrawal",ATM,0.00,2641614.44,Reversed,BR0704
TXN000000542,ACC0029319,CUST001921,2024-08-24,"Loan payment",POS,278447.72,5366818.87,Reversed,BR0855
TXN000000543,ACC0030162,CUST050512,2023-12-17,Withdrawal,"Internet Banking",217599.96,946964.11,Success,BR0022
TXN000000544,ACC0037444,CUST010372,2025-03-28,Upi,UPI,226407.76,5988219.30,Failed,BR0208
TXN000000545,ACC0112335,CUST070016,2025-11-05,Withdrawal,"mobile app",206493.27,4585170.71,Unknown,BR0455
TXN000000546,ACC0072527,CUST083793,2023-05-30,Withdrawal,Branch,172245.56,5560806.99,Success,BR0692
TXN000000547,ACC0063382,CUST067701,2023-04-04,Transfer,"mobile app",108894.01,3630828.40,Success,BR0828
TXN000000548,ACC0019120,CUST085588,2022-02-20,Withdrawal,Unknown,15504.32,2326223.46,Reversed,BR0053
TXN000000549,ACC0081229,CUST003021,2022-02-27,Withdrawal,POS,199977.82,339070.91,Success,BR0266
TXN000000550,ACC0076936,CUST056152,2022-01-11,Withdrawal,"mobile app",277194.74,3726228.61,Success,BR0025
TXN000000551,ACC0068286,CUST004408,2025-11-02,"Card payment","Mobile App",54977.48,755831.55,Reversed,BR0259
TXN000000552,ACC0126585,CUST015152,2025-08-25,"Atm withdrawal",Branch,85131.60,344857.89,Failed,BR0184
TXN000000553,ACC0116057,CUST025815,2024-03-06,Withdrawal,ATM,170032.59,3588426.52,Failed,BR0054
TXN000000554,ACC0115245,CUST089343,2025-08-13,Withdrawal,Unknown,193222.55,1196046.25,Failed,BR0179
TXN000000555,ACC0084552,CUST053924,2025-03-05,"Loan payment",Branch,34438.42,917534.54,Success,BR0455
TXN000000556,ACC0071827,CUST006341,2024-07-29,Unknown,POS,173754.76,3225005.66,Pending,BR0481
TXN000000557,ACC0086856,CUST086249,2023-08-09,Withdrawal,ATM,29995.68,1745998.33,Reversed,BR0867
TXN000000558,ACC0031007,CUST068070,2023-05-09,Transfer,Branch,23815.77,2426586.44,Failed,BR0505
TXN000000559,ACC0129824,CUST073453,2025-04-08,"Atm withdrawal","mobile app",230255.31,4037503.87,Reversed,BR0692
TXN000000560,ACC0081864,CUST017341,2025-01-11,Deposit,"mobile app",180128.28,1214296.11,Pending,BR0768
TXN000000561,ACC0045313,CUST040043,2023-12-22,Unknown,"Mobile App",293501.67,258894.45,Success,BR0091
TXN000000562,ACC0018293,CUST033621,NULL,Withdrawal,ATM,199130.66,5805098.76,Reversed,BR0431
TXN000000563,ACC0110187,CUST019240,2024-05-26,"Atm withdrawal","Mobile App",249458.63,1793731.10,Success,BR0286
TXN000000564,ACC0103186,CUST034062,2022-10-11,"Loan payment",Branch,192521.53,5267743.39,Pending,BR0734
TXN000000565,ACC0065140,CUST070927,2025-04-11,"Atm withdrawal",ATM,125939.41,2411393.44,Unknown,BR0006
TXN000000566,ACC0112145,CUST061612,2025-05-01,Withdrawal,"Mobile App",279437.24,3802608.35,Unknown,BR0054
TXN000000567,ACC0046481,CUST006412,2024-09-02,Withdrawal,ATM,290723.16,5840612.50,Success,BR0398
TXN000000568,ACC0031118,CUST050416,2023-03-27,Withdrawal,"Mobile App",70983.71,330527.63,Success,BR0605
TXN000000569,ACC0093922,CUST093775,2024-04-21,Unknown,"Internet Banking",118013.00,158825.59,Reversed,BR0859
TXN000000570,ACC0049179,CUST063731,2024-01-04,Withdrawal,ATM,70637.08,3005839.91,Success,BR0792
TXN000000571,ACC0107183,CUST068859,2023-12-06,Withdrawal,ATM,255406.92,2123226.78,Success,BR0016
TXN000000572,ACC0106891,CUST064004,2024-11-13,Deposit,ATM,189954.56,814081.64,Failed,BR0795
TXN000000573,ACC0025328,CUST036222,2024-04-28,Upi,"Mobile App",94587.48,4609785.39,Success,BR0188
TXN000000574,ACC0055792,CUST038689,2022-11-23,Withdrawal,UPI,107425.71,656879.23,Reversed,BR0026
TXN000000575,ACC0122780,CUST089887,2024-01-04,Unknown,"Mobile App",285293.24,4463531.18,Reversed,BR0220
TXN000000576,ACC0055840,CUST022496,2024-03-16,Upi,Branch,274552.75,3332884.67,Pending,BR0877
TXN000000577,ACC0078796,CUST082611,2024-02-25,Withdrawal,"Mobile App",154369.12,1139893.05,Pending,BR0912
TXN000000578,ACC0074478,CUST090386,2022-10-12,"Atm withdrawal",Unknown,253485.73,762797.49,Success,BR0399
TXN000000579,ACC0063764,CUST028164,2023-01-06,"Loan payment","mobile app",11367.98,619860.13,Reversed,BR0921
TXN000000580,ACC0116217,CUST022516,2023-11-08,"Atm withdrawal",UPI,238812.96,4349950.92,Pending,BR0456
TXN000000581,ACC0104338,CUST030079,2022-09-28,Transfer,UPI,158567.94,5139798.86,Success,BR0120
TXN000000582,ACC0027022,CUST089772,2024-04-21,"Loan payment",ATM,92464.35,5720140.34,Unknown,BR0515
TXN000000583,ACC0099378,CUST078219,2023-01-12,"Atm withdrawal",POS,169634.16,5756136.66,Success,BR0295
TXN000000584,ACC0106681,CUST057042,2023-04-30,"Card payment","mobile app",86663.32,2296458.78,Unknown,BR0209
TXN000000585,ACC0015061,CUST051780,2023-04-29,Transfer,POS,8380.25,5521290.42,Success,BR0087
TXN000000586,ACC0063288,CUST087905,2022-02-15,Transfer,Unknown,5908.68,5780902.72,Pending,BR0610
TXN000000587,ACC0008465,CUST078987,2024-07-23,Transfer,ATM,215735.70,2430234.32,Unknown,BR0478
TXN000000588,ACC0056820,CUST018901,2024-12-07,Deposit,ATM,38514.58,3517650.62,Success,BR0714
TXN000000589,ACC0006643,CUST032931,2022-11-07,"Atm withdrawal","mobile app",153715.36,228769.45,Reversed,BR0952
TXN000000590,ACC0038897,CUST068423,2022-05-29,Withdrawal,"mobile app",46121.39,1581496.33,Success,BR0935
TXN000000591,ACC0020705,CUST012811,2023-10-13,Upi,ATM,85545.65,2098518.47,Pending,BR0876
TXN000000592,ACC0008368,CUST047920,2023-06-22,"Loan payment",ATM,92510.44,951468.00,Success,BR0892
TXN000000593,ACC0043665,CUST092208,2023-01-12,Transfer,POS,216760.04,4325535.07,Reversed,BR0914
TXN000000594,ACC0084649,CUST014534,2023-05-14,Deposit,Unknown,108795.74,3415201.84,Success,BR0522
TXN000000595,ACC0048907,CUST034407,2022-02-22,Withdrawal,"Internet Banking",173532.91,2206445.54,Failed,BR0220
TXN000000596,ACC0066455,CUST039826,2023-05-18,Upi,"Mobile App",85267.54,22260.69,Success,BR0324
TXN000000597,ACC0042290,CUST053921,2024-03-19,"Loan payment",Unknown,0.00,279956.49,Reversed,BR0078
TXN000000598,ACC0006690,CUST081389,2022-05-17,Deposit,POS,22239.95,1404902.38,Reversed,BR0382
TXN000000599,ACC0112862,CUST055923,2025-05-28,Upi,"Internet Banking",117725.67,4180521.80,Reversed,BR0067
TXN000000600,ACC0072629,CUST090699,2025-07-25,Withdrawal,"Mobile App",90166.25,5896081.64,Failed,BR0865
TXN000000601,ACC0116792,CUST055043,2023-07-14,Withdrawal,UPI,21237.33,4506712.25,Failed,BR0790
TXN000000602,ACC0116656,CUST050897,2025-07-09,"Card payment","Internet Banking",176431.51,602103.83,Success,BR0728
TXN000000603,ACC0090476,CUST046151,2022-03-15,Unknown,"mobile app",7742.53,4023169.84,Unknown,BR0147
TXN000000604,ACC0036793,CUST023325,2022-05-03,"Card payment",Unknown,271561.98,3725082.85,Success,BR0786
TXN000000605,ACC0095127,CUST034264,2023-10-04,Deposit,ATM,78160.29,3829326.06,Success,BR0820
TXN000000606,ACC0056033,CUST072485,2023-01-08,"Card payment",Unknown,169996.74,4333371.84,Pending,BR0352
TXN000000607,ACC0017089,CUST059078,2025-02-28,"Loan payment","Internet Banking",283868.16,550831.04,Success,BR0297
TXN000000608,ACC0061367,CUST032707,2023-10-24,Unknown,ATM,132905.49,2988807.44,Failed,BR0598
TXN000000609,ACC0098239,CUST090853,2025-08-28,"Atm withdrawal","mobile app",127944.65,4483955.46,Success,BR0063
TXN000000610,ACC0075907,CUST059165,2022-05-12,Transfer,Unknown,204238.03,3796792.58,Success,BR0988
TXN000000611,ACC0075592,CUST024651,2024-09-11,Upi,UPI,136407.54,2733015.14,Unknown,BR0457
TXN000000612,ACC0029178,CUST040731,2024-11-27,Transfer,"Mobile App",67144.77,5172311.91,Success,BR0947
TXN000000613,ACC0014715,CUST018700,2022-09-09,Deposit,"Mobile App",129115.67,5093086.06,Pending,BR0101
TXN000000614,ACC0045990,CUST065464,2022-08-17,Upi,UPI,101119.12,1084935.16,Pending,BR0202
TXN000000615,ACC0096873,CUST050345,2024-06-20,Transfer,"mobile app",230063.66,5453261.19,Success,BR0337
TXN000000616,ACC0080616,CUST011489,2022-02-13,Transfer,ATM,156079.55,5279875.28,Reversed,BR0710
TXN000000617,ACC0055576,CUST030965,2025-12-25,Unknown,Unknown,60971.79,2391172.24,Pending,BR0786
TXN000000618,ACC0087505,CUST010823,2022-12-18,Withdrawal,ATM,75293.14,3350363.96,Failed,BR0055
TXN000000619,ACC0019253,CUST064336,2025-05-11,"Loan payment",ATM,289192.40,1334856.54,Success,BR0850
TXN000000620,ACC0085963,CUST050790,2022-07-15,Withdrawal,UPI,244007.19,4239829.56,Failed,BR0704
TXN000000621,ACC0007982,CUST002696,2025-05-21,"Card payment",UPI,97484.04,640911.51,Pending,BR0081
TXN000000622,ACC0106091,CUST005328,2025-10-23,"Card payment",POS,186057.76,4222973.82,Pending,BR0162
TXN000000623,ACC0000476,CUST005660,2024-10-02,"Card payment","Internet Banking",176090.92,2902862.46,Pending,BR0666
TXN000000624,ACC0025492,CUST013436,2025-03-31,Withdrawal,"mobile app",235980.48,5314582.09,Success,BR0728
TXN000000625,ACC0070312,CUST019771,2024-03-29,Withdrawal,"Internet Banking",264328.49,1386661.99,Success,BR0810
TXN000000626,ACC0077485,CUST067448,2022-07-16,Withdrawal,ATM,251953.96,1399156.36,Success,BR0307
TXN000000627,ACC0126859,CUST086100,2022-09-25,Transfer,"mobile app",139595.01,523668.20,Reversed,BR0958
TXN000000628,ACC0025961,CUST045226,2025-12-22,"Atm withdrawal","mobile app",201785.91,2852370.24,Failed,BR0057
TXN000000629,ACC0127888,CUST018097,2023-11-18,Upi,"mobile app",213127.29,4454375.46,Unknown,BR0158
TXN000000630,ACC0042334,CUST021996,2023-03-31,Withdrawal,POS,272678.42,1977638.56,Reversed,BR0258
TXN000000631,ACC0088918,CUST021417,2022-04-03,Transfer,Branch,95969.98,628936.86,Failed,BR0510
TXN000000632,ACC0051333,CUST025613,2025-02-18,Withdrawal,ATM,203079.17,1478148.07,Reversed,BR0159
TXN000000633,ACC0043058,CUST037481,2025-10-25,"Atm withdrawal",Branch,184029.14,4709270.34,Unknown,BR0156
TXN000000634,ACC0043366,CUST066778,2022-11-09,Unknown,"Internet Banking",244973.84,192884.23,Success,BR0079
TXN000000635,ACC0077336,CUST012727,2023-12-14,"Atm withdrawal",Branch,98605.50,5135952.99,Success,BR0398
TXN000000636,ACC0009470,CUST074420,2024-12-17,Unknown,Branch,256529.49,4088356.14,Pending,BR0976
TXN000000637,ACC0097247,CUST002510,2022-03-17,"Card payment","Internet Banking",160435.57,2340498.42,Unknown,BR0373
TXN000000638,ACC0017883,CUST064278,2023-11-21,Deposit,Unknown,299694.78,5610788.79,Reversed,BR0509
TXN000000639,ACC0118624,CUST053825,2022-11-11,Unknown,ATM,91059.82,869063.06,Pending,BR0876
TXN000000640,ACC0023230,CUST009933,2023-05-24,Deposit,ATM,177673.55,5457855.18,Success,BR0364
TXN000000641,ACC0085740,CUST016146,2025-03-19,Deposit,UPI,37138.99,1194067.93,Success,BR0553
TXN000000642,ACC0064126,CUST015673,2025-10-11,"Atm withdrawal",UPI,90099.74,1739966.01,Reversed,BR0645
TXN000000643,ACC0062542,CUST022598,2024-09-28,Withdrawal,"Mobile App",54720.65,3588394.18,Unknown,BR0392
TXN000000644,ACC0075948,CUST020503,2022-12-31,"Atm withdrawal","Internet Banking",140199.01,5456976.38,Pending,BR0657
TXN000000645,ACC0082998,CUST040210,2025-04-25,"Loan payment",ATM,92425.79,3361761.37,Unknown,BR0202
TXN000000646,ACC0113219,CUST029479,2023-02-17,Unknown,"mobile app",47312.01,867855.74,Reversed,BR0808
TXN000000647,ACC0003367,CUST087392,2022-05-29,Unknown,"mobile app",110027.88,305474.18,Success,BR0131
TXN000000648,ACC0113881,CUST048931,2023-05-15,"Card payment",ATM,10290.99,3900772.34,Success,BR0711
TXN000000649,ACC0129597,CUST059132,2022-12-26,"Loan payment",ATM,195469.43,3020848.56,Success,BR0119
TXN000000650,ACC0056309,CUST075360,2022-04-08,Withdrawal,ATM,27479.73,4371984.97,Unknown,BR0290
TXN000000651,ACC0029289,CUST040750,2023-02-14,"Card payment",POS,207578.99,3752923.71,Success,BR0743
TXN000000652,ACC0030475,CUST053127,2025-02-19,Upi,Unknown,79832.16,4951731.49,Reversed,BR0064
TXN000000653,ACC0008174,CUST052191,2023-08-16,"Card payment",ATM,32185.63,3114748.12,Pending,BR0539
TXN000000654,ACC0067614,CUST026019,2025-02-19,"Loan payment","Mobile App",35002.62,4728580.22,Pending,BR0054
TXN000000655,ACC0088994,CUST012751,2024-11-15,Deposit,ATM,8957.25,3842596.51,Unknown,BR0008
TXN000000656,ACC0011140,CUST073426,2023-03-22,Withdrawal,POS,214168.01,1801179.65,Success,BR0460
TXN000000657,ACC0024998,CUST066158,2022-03-01,Unknown,UPI,37507.72,430714.16,Failed,BR0832
TXN000000658,ACC0071385,CUST095714,2022-07-30,Transfer,UPI,116622.42,1772498.56,Success,BR0640
TXN000000659,ACC0114482,CUST098456,2025-12-08,"Card payment",ATM,228149.83,5826870.49,Unknown,BR0612
TXN000000660,ACC0097264,CUST097238,2022-12-15,"Loan payment","Mobile App",125524.12,4970753.44,Unknown,BR0258
TXN000000661,ACC0099201,CUST032418,2022-08-31,Deposit,Branch,198432.06,2185305.88,Success,BR0746
TXN000000662,ACC0035735,CUST088906,2024-08-03,Withdrawal,ATM,86047.59,3092195.83,Unknown,BR0549
TXN000000663,ACC0046495,CUST054998,2023-05-05,Withdrawal,"mobile app",181030.30,2317262.91,Unknown,BR0545
TXN000000664,ACC0040245,CUST009215,2023-09-28,"Loan payment",Branch,166080.98,3314163.29,Success,BR0783
TXN000000665,ACC0095395,CUST082835,2022-06-01,Deposit,"mobile app",202558.27,53103.71,Pending,BR0581
TXN000000666,ACC0033897,CUST054766,2025-10-14,Deposit,UPI,172586.18,2983442.21,Success,BR0558
TXN000000667,ACC0035339,CUST032829,2022-01-18,Unknown,ATM,269209.85,4995542.12,Reversed,BR0869
TXN000000668,ACC0094403,CUST026861,2024-05-07,Transfer,"Mobile App",25613.84,5961559.24,Success,BR0637
TXN000000669,ACC0040836,CUST006176,2024-08-10,Deposit,"mobile app",63641.03,197444.25,Pending,BR0679
TXN000000670,ACC0022287,CUST073328,2022-08-19,Upi,"Internet Banking",277656.72,5277547.21,Success,BR0655
TXN000000671,ACC0065185,CUST064540,2022-08-06,Withdrawal,ATM,3349.85,3229520.84,Success,BR0021
TXN000000672,ACC0091399,CUST052031,2022-11-27,Withdrawal,UPI,8422.20,5457082.22,Unknown,BR0935
TXN000000673,ACC0062083,CUST012631,2025-06-19,"Loan payment",UPI,67487.14,3052283.69,Failed,BR0486
TXN000000674,ACC0030423,CUST064791,2022-07-02,Deposit,Unknown,893.00,174559.15,Pending,BR0192
TXN000000675,ACC0106140,CUST013951,2024-10-04,Upi,ATM,42968.79,4409529.86,Success,BR0556
TXN000000676,ACC0059527,CUST061073,2023-04-15,Upi,Branch,221305.74,1334791.90,Pending,BR0726
TXN000000677,ACC0018385,CUST050734,2023-08-24,Deposit,ATM,89755.61,3502790.57,Reversed,BR0916
TXN000000678,ACC0096250,CUST040324,2024-01-24,Deposit,Branch,53504.13,3176574.29,Unknown,BR0358
TXN000000679,ACC0051065,CUST053421,2024-05-01,Withdrawal,"Internet Banking",121526.22,3561823.74,Failed,BR0015
TXN000000680,ACC0120503,CUST056777,2025-12-25,"Card payment",Unknown,154367.78,5750973.99,Pending,BR0875
TXN000000681,ACC0057507,CUST039758,2023-05-30,Withdrawal,Branch,266534.86,3380864.04,Pending,BR0088
TXN000000682,ACC0111876,CUST081824,2024-12-31,Withdrawal,ATM,382.43,3077458.87,Unknown,BR0271
TXN000000683,ACC0026761,CUST089926,2023-06-30,Unknown,"mobile app",175836.29,5826755.53,Success,BR0437
TXN000000684,ACC0059920,CUST035477,2022-06-07,"Card payment",POS,92360.29,4555511.02,Success,BR0571
TXN000000685,ACC0009688,CUST047711,2022-04-29,"Loan payment",POS,131134.77,2934194.00,Unknown,BR0712
TXN000000686,ACC0074935,CUST074508,2022-12-20,Upi,"Mobile App",56775.40,0.00,Reversed,BR0470
TXN000000687,ACC0051824,CUST030096,2022-11-28,Unknown,"Mobile App",69859.49,3803900.77,Success,BR0341
TXN000000688,ACC0119265,CUST066093,2022-12-07,Deposit,"Internet Banking",266053.37,1067369.60,Success,BR0277
TXN000000689,ACC0061700,CUST098781,2023-05-12,"Card payment",UPI,102556.59,1342511.75,Failed,BR0331
TXN000000690,ACC0034459,CUST025040,2023-10-12,"Loan payment",Unknown,48954.38,5992578.38,Success,BR0808
TXN000000691,ACC0128546,CUST076491,2023-01-24,Deposit,"mobile app",106232.02,59343.40,Success,BR0477
TXN000000692,ACC0032458,CUST021072,2023-10-03,Deposit,"mobile app",99834.27,1498253.93,Pending,BR0227
TXN000000693,ACC0110825,CUST060913,2022-10-23,Upi,UPI,94582.41,5732970.26,Success,BR0173
TXN000000694,ACC0050057,CUST032624,2025-01-17,Deposit,Branch,173386.14,2174024.27,Success,BR0355
TXN000000695,ACC0009912,CUST019073,2023-01-19,Withdrawal,POS,291243.25,710141.90,Success,BR0721
TXN000000696,ACC0031304,CUST078146,2025-10-24,"Card payment",POS,109854.30,905324.53,Reversed,BR0719
TXN000000697,ACC0105754,CUST054050,2025-12-02,"Loan payment",POS,63399.38,3378175.15,Success,BR0480
TXN000000698,ACC0075754,CUST049952,2022-06-04,"Loan payment",UPI,194004.67,599243.45,Success,BR0124
TXN000000699,ACC0078736,CUST029622,2024-03-12,Transfer,"mobile app",194521.39,5558613.81,Success,BR0045
TXN000000700,ACC0105289,CUST022682,2025-07-03,"Atm withdrawal",ATM,171663.51,4319095.63,Pending,BR0182
TXN000000701,ACC0057749,CUST059173,2024-12-21,Deposit,ATM,151813.03,268874.01,Failed,BR0712
TXN000000702,ACC0059820,CUST043192,2024-05-22,Transfer,Unknown,229589.25,1786836.03,Pending,BR0991
TXN000000703,ACC0015254,CUST090099,2025-09-08,"Loan payment",Branch,2948.18,994636.75,Reversed,BR0180
TXN000000704,ACC0013858,CUST076818,2025-05-15,Withdrawal,Branch,14537.66,2265526.73,Reversed,BR0378
TXN000000705,ACC0128506,CUST094165,2024-05-08,Withdrawal,Branch,71570.62,3279978.80,Reversed,BR0247
TXN000000706,ACC0117052,CUST050290,2023-08-09,Transfer,Unknown,139398.89,1621263.59,Success,BR0825
TXN000000707,ACC0096662,CUST046806,2022-12-24,Deposit,"Internet Banking",92528.39,177159.97,Failed,BR0393
TXN000000708,ACC0071957,CUST084669,2022-12-17,Unknown,POS,240981.67,3877558.53,Reversed,BR0119
TXN000000709,ACC0025946,CUST095395,2024-12-18,Transfer,ATM,121083.23,704276.71,Success,BR0375
TXN000000710,ACC0079089,CUST089137,2024-12-09,Deposit,UPI,16014.62,703753.30,Unknown,BR0174
TXN000000711,ACC0129765,CUST050803,2023-03-03,"Card payment","Internet Banking",161354.72,3557725.63,Success,BR0775
TXN000000712,ACC0123349,CUST094864,2024-02-18,Transfer,"Internet Banking",73778.87,723189.01,Failed,BR0298
TXN000000713,ACC0106846,CUST095995,2024-05-27,Transfer,POS,293863.25,2281603.45,Reversed,BR0082
TXN000000714,ACC0066649,CUST034105,2025-10-24,"Card payment",ATM,169691.58,24806.05,Success,BR0626
TXN000000715,ACC0115262,CUST019860,2022-05-09,Unknown,Unknown,69163.31,254313.49,Success,BR0690
TXN000000716,ACC0105636,CUST039077,2022-09-28,"Atm withdrawal",ATM,80506.95,5949273.17,Pending,BR0735
TXN000000717,ACC0046298,CUST038202,2023-03-19,Upi,POS,133583.78,3822131.64,Reversed,BR0762
TXN000000718,ACC0042105,CUST046686,2022-01-11,Withdrawal,"mobile app",184802.68,5142839.25,Success,BR0438
TXN000000719,ACC0112685,CUST043483,2022-05-26,Deposit,ATM,57628.97,5674786.31,Pending,BR0813
TXN000000720,ACC0006865,CUST085442,2025-04-25,Deposit,UPI,17967.72,1748888.12,Reversed,BR0983
TXN000000721,ACC0089643,CUST001895,2022-05-19,Unknown,ATM,9206.57,1129911.39,Unknown,BR0448
TXN000000722,ACC0002915,CUST007924,2024-05-20,Upi,"Internet Banking",237241.64,863411.66,Failed,BR0039
