Branch_ID,Branch_Name,City,State,Total_txn_Count,Total_Txn_Amount
BR0535,"Lucknow Branch 535",Lucknow,"Uttar Pradesh",997,144081416.06
BR0723,"Ahmedabad Branch 723",Ahmedabad,Gujarat,997,144063980.55
BR0764,"Alwar Branch 764",Alwar,Rajasthan,980,144054116.28
BR0140,"Pune Branch 140",Pune,Maharashtra,970,144045560.37
BR0406,"Bengaluru Branch 406",Bengaluru,Karnataka,996,144042642.40
BR0647,"Chandigarh Branch 647",Chandigarh,Chandigarh,974,144016420.10
BR0575,"Bengaluru Branch 575",Bengaluru,Karnataka,966,144009215.07
BR0727,"Chandigarh Branch 727",Chandigarh,Chandigarh,965,143996949.61
BR0504,"Jodhpur Branch 504",Jodhpur,Rajasthan,975,143989533.45
BR0019,"Indore Branch 19",Indore,"Madhya Pradesh",999,143959400.53
BR0359,"Jaipur Branch 359",Jaipur,Rajasthan,978,143959391.37
BR0222,"Chandigarh Branch 222",Chandigarh,Chandigarh,967,143940924.81
BR0930,"Delhi Branch 930",Delhi,Delhi,971,143928280.39
BR0573,"Bhopal Branch 573",Bhopal,"Madhya Pradesh",982,143911034.19
BR0686,"Ahmedabad Branch 686",Ahmedabad,Gujarat,978,143897705.71
BR0307,"Surat Branch 307",Surat,Gujarat,970,143895628.12
BR0779,"Alwar Branch 779",Alwar,Rajasthan,970,143890403.99
BR0354,"Bhopal Branch 354",Bhopal,"Madhya Pradesh",992,143887955.96
BR0419,"Lucknow Branch 419",Lucknow,"Uttar Pradesh",973,143864629.11
BR0600,"Kolkata Branch 600",Kolkata,"West Bengal",979,143857151.75
BR0926,"Ahmedabad Branch 926",Ahmedabad,Gujarat,987,143824455.15
BR0221,"Mumbai Branch 221",Mumbai,Maharashtra,989,143813076.64
BR0587,"Indore Branch 587",Indore,"Madhya Pradesh",967,143790218.18
BR0228,"Jodhpur Branch 228",Jodhpur,Rajasthan,990,143789431.37
BR0342,"Ahmedabad Branch 342",Ahmedabad,Gujarat,983,143788374.65
BR0928,"Kolkata Branch 928",Kolkata,"West Bengal",987,143709726.26
BR0643,"Mumbai Branch 643",Mumbai,Maharashtra,979,143705258.69
BR0593,"Delhi Branch 593",Delhi,Delhi,972,143700929.63
BR0492,"Ahmedabad Branch 492",Ahmedabad,Gujarat,986,143680729.06
BR0845,"Hyderabad Branch 845",Hyderabad,Telangana,994,143667288.69
BR0757,"Chandigarh Branch 757",Chandigarh,Chandigarh,990,143646556.72
BR0338,"Bhopal Branch 338",Bhopal,"Madhya Pradesh",961,143620555.77
BR0128,"Chandigarh Branch 128",Chandigarh,Chandigarh,1004,143610935.66
BR0253,"Alwar Branch 253",Alwar,Rajasthan,987,143595109.76
BR0771,"Surat Branch 771",Surat,Gujarat,979,143561527.24
BR0542,"Alwar Branch 542",Alwar,Rajasthan,989,143560068.74
BR0270,"Chennai Branch 270",Chennai,"Tamil Nadu",972,143558763.57
BR0713,"Jaipur Branch 713",Jaipur,Rajasthan,971,143542052.17
BR0953,"Kolkata Branch 953",Kolkata,"West Bengal",991,143504215.41
BR0633,"Kota Branch 633",Kota,Rajasthan,980,143434087.17
BR0943,"Ahmedabad Branch 943",Ahmedabad,Gujarat,949,143427968.28
BR0691,"Pune Branch 691",Pune,Maharashtra,973,143427210.91
BR0561,"Bengaluru Branch 561",Bengaluru,Karnataka,1008,143426012.50
BR0910,"Hyderabad Branch 910",Hyderabad,Telangana,966,143420292.72
BR0076,"Kota Branch 76",Kota,Rajasthan,986,143385116.91
BR0699,"Pune Branch 699",Pune,Maharashtra,981,143371896.01
BR0340,"Jaipur Branch 340",Jaipur,Rajasthan,961,143353440.19
BR0719,"Indore Branch 719",Indore,"Madhya Pradesh",981,143342146.81
BR0112,"Bhopal Branch 112",Bhopal,"Madhya Pradesh",960,143327270.90
BR0892,"Bengaluru Branch 892",Bengaluru,Karnataka,978,143326261.35
BR0505,"Udaipur Branch 505",Udaipur,Rajasthan,983,143306269.06
BR0256,"Chandigarh Branch 256",Chandigarh,Chandigarh,1002,143300263.38
BR0842,"Indore Branch 842",Indore,"Madhya Pradesh",965,143278097.19
BR0884,"Chennai Branch 884",Chennai,"Tamil Nadu",1007,143247269.57
BR0912,"Jaipur Branch 912",Jaipur,Rajasthan,1000,143240963.98
BR0548,"Chennai Branch 548",Chennai,"Tamil Nadu",980,143210037.70
BR0014,"Surat Branch 14",Surat,Gujarat,1018,143207408.08
BR0465,"Bengaluru Branch 465",Bengaluru,Karnataka,969,143201336.56
BR0541,"Jodhpur Branch 541",Jodhpur,Rajasthan,982,143175348.30
BR0337,"Kolkata Branch 337",Kolkata,"West Bengal",957,143155092.70
BR0156,"Kolkata Branch 156",Kolkata,"West Bengal",985,143145682.29
BR0445,"Udaipur Branch 445",Udaipur,Rajasthan,980,143106580.97
BR0154,"Mumbai Branch 154",Mumbai,Maharashtra,963,143081183.15
BR0117,"Surat Branch 117",Surat,Gujarat,993,143046915.78
BR0064,"Udaipur Branch 64",Udaipur,Rajasthan,989,143030039.72
BR0609,"Hyderabad Branch 609",Hyderabad,Telangana,982,143026145.59
BR0857,"Alwar Branch 857",Alwar,Rajasthan,1000,143008372.99
BR0781,"Kota Branch 781",Kota,Rajasthan,1009,142971223.03
BR0878,"Kolkata Branch 878",Kolkata,"West Bengal",947,142961894.27
BR0476,"Delhi Branch 476",Delhi,Delhi,1001,142954413.62
BR0299,"Lucknow Branch 299",Lucknow,"Uttar Pradesh",959,142948781.18
BR0625,"Bengaluru Branch 625",Bengaluru,Karnataka,977,142929233.45
BR0137,"Indore Branch 137",Indore,"Madhya Pradesh",983,142899717.37
BR0811,"Jodhpur Branch 811",Jodhpur,Rajasthan,962,142898903.05
BR0072,"Jaipur Branch 72",Jaipur,Rajasthan,977,142880782.44
BR0718,"Lucknow Branch 718",Lucknow,"Uttar Pradesh",975,142867962.01
BR0358,"Lucknow Branch 358",Lucknow,"Uttar Pradesh",993,142860299.33
BR0224,"Delhi Branch 224",Delhi,Delhi,983,142856279.67
BR0418,"Chennai Branch 418",Chennai,"Tamil Nadu",982,142805376.16
BR0131,"Udaipur Branch 131",Udaipur,Rajasthan,989,142775127.94
BR0027,"Alwar Branch 27",Alwar,Rajasthan,969,142760313.05
BR0424,"Udaipur Branch 424",Udaipur,Rajasthan,983,142750157.52
BR0434,"Hyderabad Branch 434",Hyderabad,Telangana,962,142742742.20
BR0488,"Alwar Branch 488",Alwar,Rajasthan,944,142727315.01
BR0780,"Pune Branch 780",Pune,Maharashtra,973,142726449.84
BR0037,"Lucknow Branch 37",Lucknow,"Uttar Pradesh",978,142721851.44
BR0246,"Lucknow Branch 246",Lucknow,"Uttar Pradesh",984,142698137.51
BR0319,"Kota Branch 319",Kota,Rajasthan,970,142688968.15
BR0062,"Chennai Branch 62",Chennai,"Tamil Nadu",976,142667074.30
BR0540,"Indore Branch 540",Indore,"Madhya Pradesh",974,142650792.00
BR0894,"Udaipur Branch 894",Udaipur,Rajasthan,992,142650558.10
BR0717,"Bengaluru Branch 717",Bengaluru,Karnataka,1002,142641921.91
BR0088,"Surat Branch 88",Surat,Gujarat,946,142635445.17
BR0123,"Kota Branch 123",Kota,Rajasthan,977,142585403.88
BR0651,"Kota Branch 651",Kota,Rajasthan,971,142550188.25
BR0020,"Kota Branch 20",Kota,Rajasthan,975,142546911.80
BR0152,"Kota Branch 152",Kota,Rajasthan,1002,142532412.21
BR0277,"Lucknow Branch 277",Lucknow,"Uttar Pradesh",969,142523649.65
BR0347,"Indore Branch 347",Indore,"Madhya Pradesh",1000,142494971.37
BR0610,"Delhi Branch 610",Delhi,Delhi,982,142491140.70
BR0075,"Surat Branch 75",Surat,Gujarat,981,142470668.31
BR0903,"Pune Branch 903",Pune,Maharashtra,983,142465945.64
BR0388,"Chandigarh Branch 388",Chandigarh,Chandigarh,984,142453564.98
BR0614,"Bhopal Branch 614",Bhopal,"Madhya Pradesh",1001,142429931.07
BR0102,"Surat Branch 102",Surat,Gujarat,986,142389187.66
BR0159,"Kolkata Branch 159",Kolkata,"West Bengal",980,142383869.48
BR0122,"Chennai Branch 122",Chennai,"Tamil Nadu",995,142381552.03
BR0095,"Chandigarh Branch 95",Chandigarh,Chandigarh,979,142374178.30
BR0353,"Jodhpur Branch 353",Jodhpur,Rajasthan,980,142353499.97
BR0268,"Chennai Branch 268",Chennai,"Tamil Nadu",972,142350374.19
BR0058,"Kota Branch 58",Kota,Rajasthan,970,142348029.14
BR0545,"Bhopal Branch 545",Bhopal,"Madhya Pradesh",953,142347406.46
BR0950,"Ahmedabad Branch 950",Ahmedabad,Gujarat,993,142345942.02
BR0874,"Jaipur Branch 874",Jaipur,Rajasthan,985,142325179.37
BR0862,"Bhopal Branch 862",Bhopal,"Madhya Pradesh",956,142311361.33
BR0303,"Indore Branch 303",Indore,"Madhya Pradesh",1006,142228500.86
BR0212,"Kota Branch 212",Kota,Rajasthan,995,142180976.25
BR0178,"Udaipur Branch 178",Udaipur,Rajasthan,945,142150466.29
BR0281,"Bhopal Branch 281",Bhopal,"Madhya Pradesh",974,142149113.71
BR0135,"Ahmedabad Branch 135",Ahmedabad,Gujarat,988,142140381.28
BR0980,"Bengaluru Branch 980",Bengaluru,Karnataka,1014,142117345.76
BR0304,"Jodhpur Branch 304",Jodhpur,Rajasthan,983,142106383.11
BR0106,"Chandigarh Branch 106",Chandigarh,Chandigarh,966,142051804.41
BR0283,"Alwar Branch 283",Alwar,Rajasthan,968,142043304.23
BR0345,"Delhi Branch 345",Delhi,Delhi,988,142038507.54
BR0005,"Chennai Branch 5",Chennai,"Tamil Nadu",975,142035928.41
BR0558,"Lucknow Branch 558",Lucknow,"Uttar Pradesh",962,141996663.03
BR0694,"Chennai Branch 694",Chennai,"Tamil Nadu",970,141984491.85
BR0567,"Jodhpur Branch 567",Jodhpur,Rajasthan,969,141935017.33
BR0899,"Indore Branch 899",Indore,"Madhya Pradesh",959,141846267.20
BR0500,"Surat Branch 500",Surat,Gujarat,993,141838809.47
BR0433,"Mumbai Branch 433",Mumbai,Maharashtra,988,141799283.31
BR0379,"Hyderabad Branch 379",Hyderabad,Telangana,994,141772680.16
BR0460,"Pune Branch 460",Pune,Maharashtra,986,141747974.19
BR0196,"Chandigarh Branch 196",Chandigarh,Chandigarh,985,141724147.30
BR0615,"Lucknow Branch 615",Lucknow,"Uttar Pradesh",970,141693618.98
BR0437,"Pune Branch 437",Pune,Maharashtra,936,141684029.42
BR0584,"Mumbai Branch 584",Mumbai,Maharashtra,960,141680225.47
BR0838,"Pune Branch 838",Pune,Maharashtra,971,141667141.31
BR0707,"Chandigarh Branch 707",Chandigarh,Chandigarh,961,141638849.33
BR0074,"Bhopal Branch 74",Bhopal,"Madhya Pradesh",941,141562077.73
BR0901,"Kota Branch 901",Kota,Rajasthan,990,141560021.04
BR0061,"Hyderabad Branch 61",Hyderabad,Telangana,980,141496734.83
BR0096,"Indore Branch 96",Indore,"Madhya Pradesh",986,141479071.11
BR0263,"Surat Branch 263",Surat,Gujarat,974,141437916.03
BR0517,"Kolkata Branch 517",Kolkata,"West Bengal",961,141432687.61
BR0344,"Kolkata Branch 344",Kolkata,"West Bengal",976,141421917.52
BR0240,"Ahmedabad Branch 240",Ahmedabad,Gujarat,949,141383761.50
BR0556,"Kota Branch 556",Kota,Rajasthan,979,141349345.83
BR0733,"Kolkata Branch 733",Kolkata,"West Bengal",1002,141322488.86
BR0626,"Lucknow Branch 626",Lucknow,"Uttar Pradesh",965,141319425.93
BR0420,"Surat Branch 420",Surat,Gujarat,979,141262799.49
BR0891,"Lucknow Branch 891",Lucknow,"Uttar Pradesh",981,141228122.73
BR0917,"Delhi Branch 917",Delhi,Delhi,960,141225418.29
BR0550,"Kota Branch 550",Kota,Rajasthan,963,141223765.26
BR0532,"Alwar Branch 532",Alwar,Rajasthan,950,141218572.23
BR0858,"Bengaluru Branch 858",Bengaluru,Karnataka,968,141213876.52
BR0198,"Bhopal Branch 198",Bhopal,"Madhya Pradesh",959,141208491.99
BR0295,"Delhi Branch 295",Delhi,Delhi,984,141151963.95
BR0960,"Lucknow Branch 960",Lucknow,"Uttar Pradesh",987,141102461.02
BR0734,"Chennai Branch 734",Chennai,"Tamil Nadu",950,141070943.74
BR0898,"Chandigarh Branch 898",Chandigarh,Chandigarh,963,141059538.65
BR0909,"Chennai Branch 909",Chennai,"Tamil Nadu",980,141041498.73
BR0181,"Lucknow Branch 181",Lucknow,"Uttar Pradesh",977,140992269.74
BR0915,"Bhopal Branch 915",Bhopal,"Madhya Pradesh",961,140966594.79
BR0311,"Ahmedabad Branch 311",Ahmedabad,Gujarat,977,140950282.55
BR0551,"Hyderabad Branch 551",Hyderabad,Telangana,985,140939070.44
BR0238,"Ahmedabad Branch 238",Ahmedabad,Gujarat,951,140933909.14
BR0800,"Ahmedabad Branch 800",Ahmedabad,Gujarat,970,140922430.97
BR0769,"Jodhpur Branch 769",Jodhpur,Rajasthan,982,140916690.03
BR0204,"Delhi Branch 204",Delhi,Delhi,965,140906329.59
BR0971,"Chennai Branch 971",Chennai,"Tamil Nadu",944,140875439.51
BR0522,"Lucknow Branch 522",Lucknow,"Uttar Pradesh",967,140874024.70
BR0493,"Jodhpur Branch 493",Jodhpur,Rajasthan,979,140871873.91
BR0050,"Ahmedabad Branch 50",Ahmedabad,Gujarat,965,140700760.50
BR0789,"Indore Branch 789",Indore,"Madhya Pradesh",956,140678088.11
BR0745,"Surat Branch 745",Surat,Gujarat,967,140641032.34
BR0650,"Ahmedabad Branch 650",Ahmedabad,Gujarat,940,140620197.27
BR0988,"Kolkata Branch 988",Kolkata,"West Bengal",923,140548453.02
BR0034,"Chennai Branch 34",Chennai,"Tamil Nadu",982,140521565.42
BR0906,"Jodhpur Branch 906",Jodhpur,Rajasthan,967,140508365.21
BR0638,"Bengaluru Branch 638",Bengaluru,Karnataka,970,140505462.88
BR0827,"Alwar Branch 827",Alwar,Rajasthan,974,140466467.14
BR0393,"Kota Branch 393",Kota,Rajasthan,980,140405716.38
BR0065,"Hyderabad Branch 65",Hyderabad,Telangana,972,140377814.59
BR0271,"Kolkata Branch 271",Kolkata,"West Bengal",1025,140374386.89
BR0632,"Mumbai Branch 632",Mumbai,Maharashtra,969,140301143.94
BR0368,"Hyderabad Branch 368",Hyderabad,Telangana,945,140266595.04
BR0566,"Ahmedabad Branch 566",Ahmedabad,Gujarat,975,140233897.45
BR0079,"Surat Branch 79",Surat,Gujarat,967,140220873.64
BR0485,"Ahmedabad Branch 485",Ahmedabad,Gujarat,964,140186468.82
BR0165,"Ahmedabad Branch 165",Ahmedabad,Gujarat,945,140179046.56
BR0501,"Pune Branch 501",Pune,Maharashtra,954,140124201.55
BR0427,"Bengaluru Branch 427",Bengaluru,Karnataka,979,139756419.60
BR0190,"Bhopal Branch 190",Bhopal,"Madhya Pradesh",957,139745680.33
BR0015,"Surat Branch 15",Surat,Gujarat,952,139736331.03
BR0351,"Lucknow Branch 351",Lucknow,"Uttar Pradesh",966,139706631.92
BR0489,"Indore Branch 489",Indore,"Madhya Pradesh",949,139641487.97
BR0995,"Kolkata Branch 995",Kolkata,"West Bengal",956,139595284.60
BR0683,"Kolkata Branch 683",Kolkata,"West Bengal",937,139583860.57
BR0066,"Ahmedabad Branch 66",Ahmedabad,Gujarat,953,139581399.66
BR0007,"Indore Branch 7",Indore,"Madhya Pradesh",943,139532759.21
BR0175,"Kolkata Branch 175",Kolkata,"West Bengal",983,139505042.72
BR0934,"Hyderabad Branch 934",Hyderabad,Telangana,963,139439919.20
BR0057,"Surat Branch 57",Surat,Gujarat,953,139432938.60
BR0902,"Chandigarh Branch 902",Chandigarh,Chandigarh,961,139430751.05
BR0438,"Delhi Branch 438",Delhi,Delhi,978,139383211.64
BR0315,"Chennai Branch 315",Chennai,"Tamil Nadu",951,139303016.25
BR0297,"Kolkata Branch 297",Kolkata,"West Bengal",942,139225414.74
BR0063,"Mumbai Branch 63",Mumbai,Maharashtra,950,139221180.37
BR0533,"Lucknow Branch 533",Lucknow,"Uttar Pradesh",942,139183854.38
BR0629,"Lucknow Branch 629",Lucknow,"Uttar Pradesh",986,139121448.75
BR0834,"Indore Branch 834",Indore,"Madhya Pradesh",948,139120391.25
BR0348,"Delhi Branch 348",Delhi,Delhi,976,139104023.89
BR0414,"Ahmedabad Branch 414",Ahmedabad,Gujarat,980,139089367.20
BR0951,"Alwar Branch 951",Alwar,Rajasthan,970,139017818.52
BR0080,"Delhi Branch 80",Delhi,Delhi,968,138980618.99
BR0090,"Lucknow Branch 90",Lucknow,"Uttar Pradesh",949,138978931.60
BR0091,"Bhopal Branch 91",Bhopal,"Madhya Pradesh",957,138963980.53
BR0966,"Delhi Branch 966",Delhi,Delhi,954,138958875.66
BR0709,"Kota Branch 709",Kota,Rajasthan,971,138958735.33
BR0630,"Delhi Branch 630",Delhi,Delhi,979,138851493.38
BR0236,"Chandigarh Branch 236",Chandigarh,Chandigarh,956,138692416.35
BR0325,"Udaipur Branch 325",Udaipur,Rajasthan,949,138673365.95
BR0984,"Alwar Branch 984",Alwar,Rajasthan,957,138542639.15
BR0287,"Jaipur Branch 287",Jaipur,Rajasthan,965,138510909.30
BR0285,"Surat Branch 285",Surat,Gujarat,956,138508101.12
BR0760,"Chennai Branch 760",Chennai,"Tamil Nadu",966,138506292.89
BR0613,"Alwar Branch 613",Alwar,Rajasthan,959,138468637.85
BR0586,"Pune Branch 586",Pune,Maharashtra,972,138362251.43
BR0483,"Chennai Branch 483",Chennai,"Tamil Nadu",971,138294736.47
BR0197,"Lucknow Branch 197",Lucknow,"Uttar Pradesh",967,138290345.57
BR0428,"Mumbai Branch 428",Mumbai,Maharashtra,942,138248873.61
BR0594,"Jodhpur Branch 594",Jodhpur,Rajasthan,960,138222854.86
BR0957,"Pune Branch 957",Pune,Maharashtra,932,138182974.53
BR0211,"Ahmedabad Branch 211",Ahmedabad,Gujarat,944,138181606.77
BR0665,"Chandigarh Branch 665",Chandigarh,Chandigarh,970,138142313.72
BR0094,"Hyderabad Branch 94",Hyderabad,Telangana,959,138098328.29
BR0876,"Lucknow Branch 876",Lucknow,"Uttar Pradesh",975,137887729.20
BR0373,"Indore Branch 373",Indore,"Madhya Pradesh",941,137767928.54
BR0251,"Jaipur Branch 251",Jaipur,Rajasthan,955,137759052.89
BR0539,"Indore Branch 539",Indore,"Madhya Pradesh",961,137727364.72
BR0773,"Chennai Branch 773",Chennai,"Tamil Nadu",944,137678230.56
BR0807,"Jaipur Branch 807",Jaipur,Rajasthan,939,137607527.35
BR0955,"Kolkata Branch 955",Kolkata,"West Bengal",941,137479007.20
BR0544,"Hyderabad Branch 544",Hyderabad,Telangana,971,137398579.80
BR0474,"Chandigarh Branch 474",Chandigarh,Chandigarh,970,137369936.80
BR0484,"Bengaluru Branch 484",Bengaluru,Karnataka,948,137159336.55
BR0244,"Surat Branch 244",Surat,Gujarat,946,137134900.60
BR0815,"Kolkata Branch 815",Kolkata,"West Bengal",930,137064020.30
BR0467,"Kota Branch 467",Kota,Rajasthan,958,136964864.04
BR0248,"Surat Branch 248",Surat,Gujarat,947,136954094.79
BR0454,"Chandigarh Branch 454",Chandigarh,Chandigarh,955,136915223.52
BR0189,"Chandigarh Branch 189",Chandigarh,Chandigarh,914,136698195.00
BR0453,"Jaipur Branch 453",Jaipur,Rajasthan,957,136654535.82
BR0321,"Pune Branch 321",Pune,Maharashtra,971,136635948.04
BR0863,"Pune Branch 863",Pune,Maharashtra,947,136631870.76
BR0153,"Kolkata Branch 153",Kolkata,"West Bengal",949,136503927.15
BR0895,"Hyderabad Branch 895",Hyderabad,Telangana,934,136136741.13
BR0812,"Mumbai Branch 812",Mumbai,Maharashtra,931,136015976.93
BR0619,"Mumbai Branch 619",Mumbai,Maharashtra,908,135989611.57
BR0748,"Kolkata Branch 748",Kolkata,"West Bengal",936,135879121.75
BR0945,"Bhopal Branch 945",Bhopal,"Madhya Pradesh",957,135759920.96
BR0701,"Bengaluru Branch 701",Bengaluru,Karnataka,937,135718949.17
BR0546,"Udaipur Branch 546",Udaipur,Rajasthan,924,135624360.13
BR0774,"Kota Branch 774",Kota,Rajasthan,942,135440107.95
BR0407,"Alwar Branch 407",Alwar,Rajasthan,939,135352829.33
BR0818,"Indore Branch 818",Indore,"Madhya Pradesh",949,135250578.80
BR0981,"Mumbai Branch 981",Mumbai,Maharashtra,926,135199398.08
BR0880,"Hyderabad Branch 880",Hyderabad,Telangana,909,134893453.63
BR0447,"Ahmedabad Branch 447",Ahmedabad,Gujarat,930,134878783.94
BR0316,"Bhopal Branch 316",Bhopal,"Madhya Pradesh",917,134614066.37
BR0916,"Bengaluru Branch 916",Bengaluru,Karnataka,930,134207234.30
BR0605,"Pune Branch 605",Pune,Maharashtra,935,134047395.45
BR0457,"Hyderabad Branch 457",Hyderabad,Telangana,924,133647777.47
BR0847,"Lucknow Branch 847",Lucknow,"Uttar Pradesh",939,133434815.52
BR0725,"Pune Branch 725",Pune,Maharashtra,935,133180363.20
BR0671,"Alwar Branch 671",Alwar,Rajasthan,896,130150220.24
